clade_name	CD001	CD002	CD003	CD004	CD005	CD006	CD007	CD008	CD009	CD010	CD011	CD012	CD013	CD014	CD015	CD016	CD017	CD018	CD019	CD020	CD021	CD022	CD023	CD024	CD025	CD026	CD028	CD029	CD030	CD031	CD032	CD033	CD034	CD035	CD036	CD037	CD038	CD039	CD040	CD041	CD042	CD043	CD044	CD045	CD046	CD047	CD048	CD049	CD050	CD051	CD052	CD053	CD054	CD055	CD056	CD057	CD059	CD060	CD061	CD062	CD063	CD064	CD065	CD066	CD067	CD068	CD069	CD070	CD071	CD072	CD073	CD074	CD075	CD076	CD078	CD079	CD080	CD081	CD082	CD083	CD084	CD085	CD086	CD087	CD088	CD089	CD090	CD091	CD092	CD093	CD094	CD095	CD096	CD097	CD098	CD099	CD100	CD101	CD102	CD103	CD105	CD106	CD107	CD108	CD109	CD112	CD113	CD114	CD115	CD116	CD118	CD119	CD120	CD121	CD122	CD123	CD124	CD125	CD126	CD127	CD128	CD129	CD130	CD131	CD132	CD133	CD134	CD135	CD136	CD137	CD138	CD139	CD140	CD141	CD142	CD143	CD144	CD145	CD146	CD147	CD151	CD153	CD154	CD155	CD156	CD157	CD158	CD159	CD161	CD162	CD163	CD164	CD167	CD168	CD169	CD171	CD172	CD173	CD174	CD175	CD180	CD181	CD182	CD183	CD184
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	0.0	0.0	0.0	0.16275	0.0	0.0	0.00884	0.0	0.0	0.3617	0.0	0.06453	0.0	0.0	0.20894	0.0	0.0	0.0	0.0	0.26835	0.0	0.01629	0.75142	0.0	0.0	0.0	0.0	0.0	0.0	0.1645	0.09871	0.28835	0.0	0.14079	0.19105	0.15056	0.0	0.0	0.0	0.0	0.02861	0.0	0.0	0.0	0.0	0.0	0.0	1.90416	0.0	0.0	0.0171	0.0	0.0	0.0	0.0	0.02916	0.0	0.1105	0.00371	0.05788	0.06926	0.0	0.07292	0.02187	0.02869	0.0	0.0	0.0	0.0	0.05074	0.04907	0.0	0.0	0.05789	1.0838	0.17308	0.79787	0.0	0.0	0.14191	0.08311	0.0	0.1011	0.0	0.0	0.10944	0.0367	0.00134	0.0	0.0	0.00182	0.0	0.09236	0.00602	0.7631	0.0	0.44635	0.09105	0.23736	0.38724	0.10917	1.33467	0.0	0.0	0.0	0.04561	0.0	0.18814	0.0	0.3166	0.0	1.52327	0.0	0.35879	0.0	0.00451	0.0	0.54037	0.03548	0.00955	0.0	0.04025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04511	0.0	0.0	0.09438	0.02542	0.0	0.0	0.0	0.0	0.0	0.0	0.24389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18837	0.00223	0.56904	0.01105	0.0	0.21111	0.0	0.0	0.426
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16	0.0	0.0	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55932	0.0	0.04766	0.0	0.01145	0.0	0.30138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63587	0.0	0.0	0.0	0.0	0.33673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0262	0.0	0.0	0.0	0.0	0.75605	0.0	0.0	0.0	0.0	0.0	0.0859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0	0.21431	0.0	0.25241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145	0.0	0.0	0.0	0.10311	0.41862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02164	0.01952	0.0	0.0	0.0	0.0	0.0	0.0	0.13521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12899	0.0	0.0	0.0	0.0	0.0	0.0	0.03703	0.0	0.01738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09053	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.03182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0.0	0.0	0.0	0.08024	0.02043	0.0	0.17152	0.00113	0.0	0.0	0.0	1.34335	0.04185	0.06809	0.0	0.0	0.08521	0.01688	0.0	0.00427	0.00949	0.01439	0.22269	0.0	0.0	0.02202	0.08279	0.0	0.00105	0.01695	0.91286	0.52515	0.0188	0.29023	0.0053	0.21273	0.11026	0.01931	0.00487	0.0	0.14881	0.01805	0.03526	0.00551	0.22267	0.16334	0.0	0.28153	0.00052	0.0	0.29918	0.13476	0.01738	0.00313	0.10684	0.0724	0.00024	0.97927	0.08342	0.01832	0.39796	0.0039	0.02843	0.07991	0.15764	0.1694	0.0	0.15351	0.03532	0.111	0.16216	0.0	0.0	0.03756	0.4126	0.12013	0.10243	0.0058	0.00118	0.10359	0.04331	0.04197	0.58732	0.00279	0.13543	0.1862	0.24391	0.97884	0.0	0.00361	0.02134	0.0969	0.22349	0.03085	0.18945	0.05082	0.17073	0.03624	0.00672	0.07789	0.07945	0.17603	0.00853	0.0	0.0	0.05274	0.0	0.3775	0.0	0.0352	0.28737	0.4809	0.15244	0.25464	0.0	0.0	0.28621	0.04729	0.09954	0.03028	0.00263	0.11169	0.18425	0.00184	0.07328	0.09385	0.12398	0.03993	0.00085	0.04971	0.01798	0.11482	0.01729	0.04563	0.04442	0.27978	0.0725	0.0	0.0	0.05648	0.11244	0.03658	0.15678	0.0261	0.18518	0.04778	0.03229	0.03208	0.09167	0.0	0.0	0.0	0.01339	0.0	0.0	0.00225	0.25965	0.0	0.03567	0.00413	0.04538	0.16191	0.0	0.09558	0.34989
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	0.0	0.0	0.0	0.06942	0.00312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00453	0.0	0.304	0.0	0.0	0.0	0.00528	0.0	0.0	0.0	0.0174	0.0	0.0	0.06695	0.0	0.0	0.00199	0.39434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15274	0.0	0.0	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.00244	0.0	0.041	0.03194	0.0	0.00316	0.0	0.0	0.00278	0.0	0.0	0.0	0.0	0.0	0.00194	0.00187	0.0	0.0	0.0	0.01623	0.0	0.0	0.03738	0.0	0.0	0.0	0.0	0.0	0.01426	0.00866	0.0	0.00045	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.02245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22993	0.0	0.00183	0.0	0.0	0.0	0.04553	0.0	0.0	0.0	0.0	0.0	0.0	0.00733	0.00759	0.0	0.0	0.0	0.0	0.00271	0.0	0.00232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03967	0.02342	0.0	0.0	0.0	0.0	0.0	0.04401	0.0	0.0411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01527	0.0	0.0	0.0	0.00583	0.0	0.0	0.0	0.0	0.25184	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_longoviformis	0.0	0.0	0.0	0.05222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.01625	0.0	0.0	0.00633	0.0	0.0	0.0	0.0	0.01429	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00242	0.0	0.0	0.0	0.0	0.0	0.0	0.00511	0.0	0.0	0.0	0.00437	0.0	0.00033	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00888	0.0	0.00107	0.00039	0.00689	0.0	0.0	0.0	0.0	0.0	0.0	0.01324	0.0	0.0	0.0	0.0	0.1254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02971	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum	0.0	0.0	0.0	0.02169	0.09365	0.0	0.0	0.0	0.14228	3.92019	0.06048	0.0451	5.17335	0.88116	0.0	0.0	0.20538	0.0977	0.0	0.06884	0.06544	0.0	0.0307	0.0	0.0	0.0477	0.25988	0.03151	0.0	0.0	0.28104	0.08077	0.03758	0.03365	0.01011	0.05596	0.05895	0.02153	0.02077	0.0	0.06392	0.0405	0.07757	0.0	0.0469	0.23913	0.05191	0.29088	0.01688	0.0	0.05415	0.04302	0.07291	0.04573	0.0	0.06708	0.0068	0.36732	1.25426	0.02529	0.03195	0.00544	0.00147	0.00659	0.08022	0.01015	3.05196	0.15635	0.0	0.13247	0.10846	0.0	0.0	0.02233	0.10356	0.09695	5.3271	0.00125	0.0	0.45438	0.40113	0.03647	0.091	0.08135	0.17412	4.5426	0.14964	0.02658	0.0	0.0	0.0	0.44527	0.07165	0.0	0.1657	0.0	0.01484	0.02581	0.0	0.008	0.01183	0.56534	0.0	0.07674	0.0	0.30427	0.04277	0.08146	0.0	0.07732	0.0618	0.30841	0.18327	0.02183	0.0	0.00146	0.01968	0.01947	0.15849	0.13259	0.12387	0.0	0.10024	0.35052	3.03832	4.25051	0.06143	0.0	0.51533	0.09199	2.85723	0.10914	0.11227	0.13222	0.02804	2.09685	0.10495	0.0	0.06202	0.59455	0.01179	0.00983	1.01851	0.00746	1.30178	0.01698	0.00476	0.0	0.0	0.01195	0.0	0.38561	0.86383	0.0	0.02059	0.07668	0.03683	0.0	0.4092	0.0	0.00658	0.05351	0.0069	0.11925	0.29926
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	0.0	0.0	0.0	0.01832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01941	0.0	0.0	0.00082	0.0	0.0	0.02986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05439	0.0	0.0	0.0	0.0	0.00535	0.00081	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.00527	0.0	0.0	0.0	0.0	0.0	0.01675	0.01597	0.0	0.0	0.0	0.06056	0.0	0.0	0.0	0.08437	0.03017	0.00505	0.12485	0.02288	0.07612	1.35216	0.0	0.0	0.0	0.01155	0.14505	0.0	0.0	0.0	0.0	0.0	0.0	0.01301	0.00557	0.0	0.0	0.0	0.05616	0.0	0.0	0.0	0.0	0.00825	0.0	0.0	0.0	0.0	0.08673	0.0	0.02563	0.0	0.0476	0.0317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00308	0.0	0.0	0.0	0.33749	0.0	0.01347	0.01474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00405	0.20854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.00052	0.0	0.0	0.07279	0.02136	0.0	0.0116	0.0	0.02531	0.0	0.0	0.03964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01813	0.04983	0.0	0.02365	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta	0.0	0.0	0.0	0.01819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05081	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.05796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.06038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01169	0.0	0.0	0.0	0.0	0.0	0.0	0.06376	0.0	0.01995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02626	0.0	0.00471	0.0	0.01295	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02595	0.00159	0.12635	0.0	0.15164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	0.0	0.0	0.0	0.01476	0.0	0.00577	0.0	0.0	0.0	0.0109	0.03958	0.0	0.00666	0.0	0.0	0.0	0.0	0.0	0.07593	0.0	0.0	0.0	0.00279	0.0	0.00238	0.00393	0.00901	0.0	0.0	0.0	0.0	0.00243	0.0	0.01532	0.0	0.00026	0.01623	0.0	0.0	0.0	0.0	0.0023	0.0	0.0015	0.0	0.00111	0.0	0.0003	0.00854	0.0	0.00454	0.0	0.0	0.00276	0.0	0.01974	0.0	0.0	0.0	0.00308	0.01924	0.0	0.00529	0.0	0.0	0.00653	0.0	0.01393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20278	0.0	0.0	0.00509	0.00244	0.01239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0229	0.00032	0.00126	0.00922	0.0	0.00237	0.0	0.00455	0.00115	0.00721	0.0	0.0	0.00589	0.0	0.02818	0.00101	0.0	0.0	0.00936	0.00302	0.01932	0.0	0.00251	0.00027	0.0	0.0	0.0	0.02014	0.01143	0.00852	0.0	0.06304	0.0	0.00333	0.00589	0.00564	0.0	0.0	0.0	0.00809	0.00049	0.00612	0.00799	0.0	0.0	0.01733	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.00795	0.31589	0.0	0.02267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07754	0.0	0.0	0.0	0.04645	0.0	0.0	0.0	0.0	0.0	0.00179
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0.0	0.0	0.0	0.00991	0.00125	0.0089	0.0	0.0	0.02465	0.0	0.11397	0.0	0.00733	0.00053	0.0	0.0	0.0	0.0	0.2261	0.00767	0.0	0.0	0.0	0.0	0.00073	0.02878	0.01735	0.016	0.0	0.0	0.0	0.03436	0.0	0.01537	0.00017	0.0	0.01446	0.0	0.0	0.0	0.0	0.00092	0.0	0.00521	0.00701	0.01077	0.0	0.00748	0.03938	0.00376	0.0	0.0	0.0	0.00157	0.04878	0.0	0.00039	0.0	0.0	0.00143	0.00142	0.00138	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.01919	0.0	0.01836	0.02889	0.0	0.03164	0.0	0.0	0.00705	0.0	0.04889	0.00171	0.0	0.0	0.0	0.00394	0.0	0.00378	0.0	0.0096	0.00507	0.0069	0.0	0.00946	0.0	0.00212	0.0	0.0	0.0	0.00222	0.0	0.04417	0.05353	0.0	0.00812	0.00509	0.00727	0.01094	0.0	0.0	0.01361	0.03588	0.0	0.0	0.0	0.0	0.0	0.00174	0.0028	0.00517	0.00431	0.10087	0.02323	0.00389	0.0	0.0	0.0	0.0	0.0103	0.0	0.02031	0.00823	0.02028	0.12135	0.00334	0.0	0.0	0.00332	0.00957	0.0	0.0	0.0	0.0	0.0	0.0056	0.0	0.0	0.0	0.0	0.04338	0.0	0.0	0.05639	0.0164	0.04594	0.0	0.0	0.08673	0.0	0.00934	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0.0	0.0	0.0	0.007	0.0	0.0	0.00825	0.21952	0.58913	0.15839	0.52642	0.0	0.29859	0.0	0.0	0.0	0.04082	0.14534	0.0	0.13432	0.0	0.0	0.03953	0.0	0.0	0.11888	0.00219	0.01017	0.00897	0.0	0.1902	0.0	1.59582	0.00517	0.0	0.0108	3.76765	0.0	0.0036	0.0	0.0	0.00555	0.87329	0.0	0.23362	0.28021	3.09387	0.64344	0.31895	0.0	0.00244	0.0	0.26437	0.02293	0.0	0.08329	0.10815	0.0	0.24447	0.0	0.01066	0.0	0.02105	0.0	0.0026	0.00867	0.0	0.25135	0.0	0.50827	0.0428	0.23697	0.0	0.01906	0.00033	0.02546	0.95729	0.00681	0.0	0.24566	0.77551	0.077	0.0	0.0	2.83803	0.14379	0.35104	0.20108	0.0	0.69377	0.00444	0.48087	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.30506	0.0	0.14336	0.0453	0.05542	0.18194	0.02714	0.60882	0.55657	0.0	0.01869	2.13861	1.48905	0.0	0.01038	0.0	0.0	0.00641	0.01187	0.00478	0.02854	0.0126	0.74233	0.0	0.00491	0.74674	0.06765	1.45631	0.0	3.97899	0.01199	1.95469	0.0	0.0	0.01049	0.48774	0.25494	0.15764	0.0	0.03286	1.16424	0.0	0.0	0.00196	0.0	0.0	0.0	0.03078	0.02349	0.0	0.0	0.05591	0.9056	0.06797	0.0	0.0	1.92008	4.83239	0.0	0.20674	0.38358	0.00586	0.33445	0.0	0.3695	0.63431
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis	0.0	0.0	0.0	0.00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02527	0.0	0.0	0.0	0.0	0.00108	0.02612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9469	0.0	0.00473	0.0	0.00204	12.86327	0.0	0.0	0.0	0.13634	0.0	0.0	0.00267	0.00154	0.0	0.0	6.93874	0.0	0.0	0.00221	0.0	0.00019	0.0	1.68363	0.0	0.0009	0.00101	0.0	0.0	0.0	1.09041	0.06005	0.0	0.00553	0.0	0.0	0.0	0.0	2.02841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08272	0.0	0.0	0.0	0.00121	6.01104	0.0	0.24441	0.0	0.0	0.0	0.00319	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.00279	0.0	0.11927	0.0	1.2839	0.0	0.39428	0.0	0.00447	0.0	0.0	0.0	0.0	5.34759	0.0	0.00213	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01571	0.0	0.0	0.0	0.0	0.0	0.0	0.00808	0.0	0.0	0.0	0.0	0.0	0.00204	0.0	0.0	0.031	0.0	0.03016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus	0.0	0.0	0.0	0.00459	0.0	0.00094	0.0	0.0	0.0	0.0	0.00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0007	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00856	0.0	0.0	0.0	0.00622	0.00066	0.0	0.0	0.00068	0.0065	0.0	0.0	0.0	0.0	0.0	0.02313	0.0	0.0	0.01452	0.0	0.0	0.00134	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.00993	0.0	0.0	0.0	0.00953	0.01346	0.00549	0.00122	0.00027	0.0	0.00179	0.00448	0.0	0.0	0.00226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.05625	0.0	0.0	0.0	0.1676	0.0	0.0	0.0	0.0	0.00135	0.00833	0.0	0.00081	0.0	0.00197	0.00345	0.0059	0.0	0.0	0.0	0.01147	0.0	0.0	0.0	0.0	0.0	0.01229	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.01678	0.01153	0.0	0.0	0.00239	0.0	0.0	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.0	0.0	0.00122	0.02598	0.00137	0.0707	0.00171	0.0	0.01859	0.0	0.0096	0.0	0.0	0.0	0.00645	0.0	0.0	0.00326	0.00455	0.0	0.0	0.00117	0.00638	0.00754	0.01248	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04848	0.0	0.0	0.01399	0.0	0.01902
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum	0.0	0.0	0.0	0.00411	0.02467	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.00365	0.0	0.0	0.0	0.0	0.01454	0.32108	0.0	0.0	0.0	0.0062	0.0	0.0	0.0	0.00972	0.0	0.0	0.0	0.0	0.03921	0.0	0.01961	0.0	0.0	0.02761	0.0	0.0002	0.0	0.0	0.01017	0.0	0.0	0.00089	0.01481	0.0	0.03406	0.0143	0.0	0.00295	0.00259	0.0	0.0	0.02064	0.00507	0.0	0.0	0.0	0.00524	0.00667	0.00052	0.0	0.0	0.01896	0.00082	0.02402	0.0	0.00518	0.0	0.0	0.0	0.0	0.0	0.05109	0.008	0.00429	0.0	0.0	0.00635	0.00361	0.01436	0.0	0.0	0.0	0.0	0.00073	0.00982	0.0	0.0	0.00264	0.04109	0.0053	0.0044	0.00106	0.0	0.00079	0.0	0.01149	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.00022	0.0	0.00503	0.00129	0.0008	0.0	0.0	0.0	0.01794	0.00407	0.00394	0.00436	0.0032	0.0	0.00641	0.00096	0.0	0.0	0.0	0.0	0.00493	0.01505	0.0	0.00843	0.00829	0.00392	0.0007	0.00171	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01238	0.00262	0.02058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02524
