clade_name	MAA20062_metaphlan	MAA20060_metaphlan	MAA20056_metaphlan	MAA20054_metaphlan	MAA20053_metaphlan	MAA20052_metaphlan	MAA20050_metaphlan	MAA20049_metaphlan	MAA20047_metaphlan	MAA20046_metaphlan	MAA20045_metaphlan	MAA20044_metaphlan	MAA20042_metaphlan	MAA20040_metaphlan	MAA20039_metaphlan	MAA20037_metaphlan	MAA20036_metaphlan	MAA20034_metaphlan	MAA20032_metaphlan	MAA20031_metaphlan	MAA20028_metaphlan	MAA20027_metaphlan	MAA20026_metaphlan	MAA20024_metaphlan	MAA20023_metaphlan	MAA20021_metaphlan	MAA20020_metaphlan	MAA20019_metaphlan	MAA20018_metaphlan	MAA20015_metaphlan	MAA20014_metaphlan	MAA20013_metaphlan	MAA20011_metaphlan	MAA20010_metaphlan	MAA20009_metaphlan	MAA20007_metaphlan	MAA20004_metaphlan	MAA20003_metaphlan	MAA20002_metaphlan	MAA20001_metaphlan	K155_S76_metaphlan	K154_S75_metaphlan	K150_S71_metaphlan	K147_S68_metaphlan	K146_S67_metaphlan	K145_S66_metaphlan	K144_S65_metaphlan	K142_S63_metaphlan	K141_S62_metaphlan	K140_S51_metaphlan	K138_S49_metaphlan	K136_S47_metaphlan	K133_S44_metaphlan	K131_S42_metaphlan	K122_S33_metaphlan	K121_S32_metaphlan	K120_S31_metaphlan	K117_S28_metaphlan	K116_S27_metaphlan	K115_S26_metaphlan	K114_S25_metaphlan	K113_S24_metaphlan	K112_S23_metaphlan	K111_S22_metaphlan	K108_S19_metaphlan	K107_S18_metaphlan	K102_S13_metaphlan	K101_S12_metaphlan	K100_S11_metaphlan	K093_S4_metaphlan	K092_S3_metaphlan	K090_S1_metaphlan	K088_S24_metaphlan	K0882_S28_metaphlan	K085_S21_metaphlan	K081_S17_metaphlan	K080_S16_metaphlan	K079_S15_metaphlan	K077_S13_metaphlan	K076_S12_metaphlan	K074_S10_metaphlan	K072_S8_metaphlan	K071_S7_metaphlan	K070_S6_metaphlan	K069_S5_metaphlan	K065_S1_metaphlan	K063_S43_metaphlan	K0622_S11_metaphlan	K056_S36_metaphlan	K054_S34_metaphlan	K052_S32_metaphlan	K051_S31_metaphlan	K048_S28_metaphlan	K0487_S2_metaphlan	K039_S19_metaphlan	K01315_S43_metaphlan	CD184_S184_metaphlan	CD183_S183_metaphlan	CD182_S182_metaphlan	CD181_S181_metaphlan	CD180_S180_metaphlan	CD175_S163_metaphlan	CD174_S159_metaphlan	CD173_S155_metaphlan	CD172_S151_metaphlan	CD171_S178_metaphlan	CD170_S174_metaphlan	CD169_S170_metaphlan	CD168_S166_metaphlan	CD167_S162_metaphlan	CD166_S158_metaphlan	CD165_S154_metaphlan	CD164_S150_metaphlan	CD163_S177_metaphlan	CD162_S173_metaphlan	CD161_S169_metaphlan	CD159_S161_metaphlan	CD158_S157_metaphlan	CD157_S153_metaphlan	CD156_S149_metaphlan	CD155_S176_metaphlan	CD154_S172_metaphlan	CD153_S168_metaphlan	CD152_S164_metaphlan	CD151_S160_metaphlan	CD147_S147_metaphlan	CD146_S135_metaphlan	CD145_S123_metaphlan	CD144_S111_metaphlan	CD143_S99_metaphlan	CD142_S87_metaphlan	CD141_S75_metaphlan	CD140_S63_metaphlan	CD139_S146_metaphlan	CD138_S134_metaphlan	CD137_S122_metaphlan	CD136_S110_metaphlan	CD135_S98_metaphlan	CD134_S86_metaphlan	CD133_S74_metaphlan	CD132_S62_metaphlan	CD131_S145_metaphlan	CD130_S133_metaphlan	CD129_S121_metaphlan	CD128_S109_metaphlan	CD127_S97_metaphlan	CD126_S85_metaphlan	CD125_S73_metaphlan	CD124_S61_metaphlan	CD123_S144_metaphlan	CD122_S132_metaphlan	CD121_S120_metaphlan	CD120_S108_metaphlan	CD119_S96_metaphlan	CD118_S84_metaphlan	CD116_S60_metaphlan	CD115_S143_metaphlan	CD114_S131_metaphlan	CD113_S119_metaphlan	CD112_S107_metaphlan	CD110_S83_metaphlan	CD109_S71_metaphlan	CD108_S59_metaphlan	CD107_S142_metaphlan	CD106_S130_metaphlan	CD105_S118_metaphlan	CD104_S106_metaphlan	CD103_S94_metaphlan	CD102_S82_metaphlan	CD101_S70_metaphlan	CD100_S58_metaphlan	CD099_S141_metaphlan	CD098_S129_metaphlan	CD097_S117_metaphlan	CD096_S105_metaphlan	CD095_S93_metaphlan	CD094_S81_metaphlan	CD093_S69_metaphlan	CD092_S57_metaphlan	CD091_S140_metaphlan	CD090_S128_metaphlan	CD089_S116_metaphlan	CD088_S104_metaphlan	CD087_S92_metaphlan	CD086_S80_metaphlan	CD085_S68_metaphlan	CD084_S56_metaphlan	CD083_S139_metaphlan	CD082_S127_metaphlan	CD081_S115_metaphlan	CD080_S103_metaphlan	CD079_S91_metaphlan	CD078_S79_metaphlan	CD077_S67_metaphlan	CD076_S55_metaphlan	CD075_S138_metaphlan	CD074_S126_metaphlan	CD073_S114_metaphlan	CD072_S102_metaphlan	CD071_S90_metaphlan	CD070_S78_metaphlan	CD069_S66_metaphlan	CD068_S54_metaphlan	CD067_S137_metaphlan	CD066_S125_metaphlan	CD065_S113_metaphlan	CD064_S101_metaphlan	CD063_S89_metaphlan	CD062_S77_metaphlan	CD061_S65_metaphlan	CD060_S53_metaphlan	CD059_S136_metaphlan	CD058_S124_metaphlan	CD057_S112_metaphlan	CD056_S100_metaphlan	CD055_S88_metaphlan	CD054_S76_metaphlan	CD053_S64_metaphlan	CD052_S52_metaphlan	CD051_S48_metaphlan	CD050_S42_metaphlan	CD049_S36_metaphlan	CD048_S30_metaphlan	CD047_S24_metaphlan	CD046_S18_metaphlan	CD045_S12_metaphlan	CD044_S6_metaphlan	CD043_S47_metaphlan	CD042_S41_metaphlan	CD041_S35_metaphlan	CD040_S29_metaphlan	CD039_S23_metaphlan	CD038_S17_metaphlan	CD037_S11_metaphlan	CD036_S5_metaphlan	CD035_S46_metaphlan	CD034_S40_metaphlan	CD033_S34_metaphlan	CD032_S28_metaphlan	CD031_S22_metaphlan	CD030_S16_metaphlan	CD029_S10_metaphlan	CD028_S4_metaphlan	CD027_S45_metaphlan	CD026_S39_metaphlan	CD025_S33_metaphlan	CD024_S27_metaphlan	CD023_S21_metaphlan	CD022_S15_metaphlan	CD021_S9_metaphlan	CD020_S3_metaphlan	CD019_S44_metaphlan	CD018_S38_metaphlan	CD017_S32_metaphlan	CD016_S26_metaphlan	CD015_S20_metaphlan	CD014_S14_metaphlan	CD013_S8_metaphlan	CD012_S2_metaphlan	CD011_S43_metaphlan	CD010_S37_metaphlan	CD009_S31_metaphlan	CD008_S25_metaphlan	CD007_S19_metaphlan	CD006_S13_metaphlan	CD005_S7_metaphlan	CD004_S1_metaphlan	CD003_S51_metaphlan	CD002_S50_metaphlan	CD001_S49_metaphlan	BX3094_S12_metaphlan	BX3091_S9_metaphlan	BX3089_S6_metaphlan	BX3088_S3_metaphlan	BX3085_S20_metaphlan	BX3084_S17_metaphlan	BX3075_S14_metaphlan	BX3074_S11_metaphlan	BX3073_S8_metaphlan	BX3070_S5_metaphlan	BX3069_S2_metaphlan	BX3068_S22_metaphlan	BX3067_S19_metaphlan	BX3066_S16_metaphlan	BX3064_S13_metaphlan	BX3063_S10_metaphlan	BX3062_S7_metaphlan	BX3061_S4_metaphlan	BX3060_S1_metaphlan	BX3059_S21_metaphlan	BX3055_S18_metaphlan	BX3054_S15_metaphlan
Eisenbergiella_tayi	0.00304	0	0.00406	0.07026	0.17838	0	0.01115	0	0	0.78208	0	0	0.12145	0	0	0	0.00922	0	0.00355	0	0.42797	0	0	0.00121	0	0	0.31011	0	0	0	0	0	0.00555	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0.00591	0	0	0	0.19216	0	0	0	0.00064	0	0.00832	0	0	0	0.00913	0	0	0.0299	0	0	0	0	0	0	0	0	0.00162	0	0	0	0.09149	3.1773	0	0	0.00957	0	0.0259	0	0	0	0	0	0	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0.02271	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07218	1.19652	0.04001	0.88627	0	0	0	0	0	0	0	0.00573	0.00751	0.00615	0	0	0	0	0	0.01113	0.02996	0	0	0	0	0	0	0	0.00871	0	0.00407	0	0	0	0	0.86284	0	0	0	0.06951	0	0	0	0	0	0	0	0	0	0.5657	0	0.0458	0.08375	0	0.43186	0.01116	0.00415	0	0	0	0.00667	0.01853	0	0	0.01758	0	2.35059	0	0	0	0	0.00508	0	0	0	0	0	0	0	0.22924	0	0	0	0	0.0217	0.54787	0.01151	0.04424	0.01191	0.05278	0	0	0	0	0	0	0	0	0	0.02433	0	0	0	0	0	0.00374	0.1486	0	0	0	0	0	0.05089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00083	0.01602	0	0	0	0	0	0	0.00221	0.00031	0	0	0	0	0.05006	0	0	0.007	0.14309	0.22463	0	0	0	0	0	0
Faecalicatena_orotica	0	0	0	0	0.01313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00411	0.00868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01365	0	0	0	0.04591	0	0	0	0	0.00278	0	0.00599	0.08067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04944	0	0	0.00444	0	0	0	0	0.95049	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12091	0	0	0.01193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0905	0	0	0
Fusicatenibacter_saccharivorans	0.51092	7.64473	0.97384	1.83317	0	1.35763	0.94522	1.4968	0.90489	1.31106	0.23272	2.82319	0.46866	0	2.37673	1.18753	7.71001	0.57357	0.82512	0	2.24029	1.48751	1.21617	2.29053	1.25398	6.08947	0.1214	2.6273	1.33222	0.92209	0	0.3076	3.85358	0.73099	0.66971	2.01801	1.16904	0.84437	0.65879	1.99146	0	0.64525	2.02793	3.94797	2.82366	1.54608	0.10958	9.10343	3.44719	7.62889	0.52418	1.85511	0	1.00385	5.63405	1.57914	1.86795	16.84668	9.78694	2.39318	6.19807	7.11385	0	4.78117	3.57426	3.87854	12.30773	1.00511	5.13231	2.57338	0	4.94935	3.48916	0.36926	19.74311	2.5824	0.01045	0.35081	1.69599	3.46283	3.99879	3.78454	0.00567	6.53964	7.78781	6.1323	3.33814	1.19028	4.04912	14.2237	0.48876	4.00806	0	4.2488	2.39443	3.63858	3.57877	7.09764	2.3049	0	3.68223	1.39654	0	0.72264	0.59878	0	7.21341	0.26958	0.05301	0.45644	3.94785	0	0	0	0.91122	0.37723	0	0	0.44872	1.75741	0.23079	1.31613	0.76399	0	1.65559	0.32504	0	0	0.9036	1.21079	0.20163	0.00176	0	6.29694	0	2.29326	0	0	0.60841	0	0	0.35831	0.43234	0	0	0	0.69407	0	4.1962	0.0317	0	0.64869	1.62042	0	0	1.73965	0	0.00064	2.36198	5.53872	0.09805	0	0	5.86037	0.60553	3.0213	1.4045	0	0	0.97914	0.02275	0	0	1.6881	0	0	0	2.1602	0	0.44736	1.69941	0	0	2.0424	0	1.63129	0	0	0.02913	0	0	0	0	0.92363	2.05381	0	0	0.64876	0	4.29251	0	0	1.83064	0.11671	0.12829	1.57426	0.10192	3.47898	0.10087	0	0.40445	0.04839	0.00549	1.21612	0.5697	0	0	0.6653	0.83979	0.02368	0	0	0	0	0	0	0	0	5.9613	0	0.20957	0	0.16801	1.34544	1.15165	0.04399	0.24617	0	0.42634	0.20523	0.13636	2.53771	0	0.63786	0	0	0	0	1.62817	0.42841	0.00704	0	0	0	0	0.0094	0	0	3.85511	0	0	0	0	0.88842	0	0.03404	2.4137	0.01352	0.0268	0	7.43088	0.13901	2.09304	2.87925	1.18756	1.43455	2.25118	0.90169	3.95958	5.66284	5.53322	3.9692	3.16305	0.43544	0.03312	0.4141	2.29307	0.87658	0	0.2942	1.23114	5.40452
Lachnoanaerobaculum_saburreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03528	0	0	0.11544	0	0.00174	0	0	0	0	0	0	0.01392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00749	0	0	0	0	0	0	0	0	0	0.17317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_aldenense	0.00763	0	0	0.03671	0.01075	0	0.00221	0	0	0.00821	0	0.00118	0.0125	0	0	0.00186	0	0	0	0	0.0526	0	0.02423	0.01146	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0.00222	0	0	0	0	0.00096	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00434	0	0	0	0	0	0	0	0	0	0	0	0	0.00163	0	0	0	0	0	0	0	0	0	0.01099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01303	0	0.19798	0	0	0	0.01111	0.19181	0	0	0	0	0	0	0	0.01478	0	0.00592	0	0.00083	0	0.10737	0.01582	0.00201	0.05221	0	0.02128	0	0	0	0	0	0	0	0	0.01932	0	0	0	0	0	0.00233	0	0	0	0.02329	0	0.04712	0.05511	0	0	0	0.15068	0.00231	0	0	0	0.00057	0	0	0	0	0.04056	0.05219	0	0	0	0	0.02044	0	0.00299	0	0	0.00747	0	0.12582	0	0	0.01484	0	0	0	0	0	0	0.0029	0	0	0.01413	0.00377	0.06333	0	0	0	0.22167	0	0.00037	0	0.01546	0	0	0	0.0027	0	0	0.00017	0	0	0.0438	0.01314	0	0.00182	0	0	0	0	0.00128	0.00977	0	0.00197	0	0	0	0.00175	0	0	0	0	0	0	0	0	0	0	0.03107	0	0	0.00109	0	0	0	0	0.09731	0	0	0	0	0	0.00958	0.12643	0	0	0	0.07101	0	0	0.00156	0	0	0	0	0	0	0	0	0	0.03536	0	0	0.07269	0	0	0
Clostridium_asparagiforme	0	0	0.07554	0.00954	0.13731	0	0.04891	0	0.00179	0.00663	0.00028	0	0.01485	0	0	0.00344	0.00058	0	0	0	0.31747	0	0.01116	0.00601	0	0.02452	0.04148	0.0007	0	0	0.00639	0	0	0	0	0.03941	0	0	0	0.00834	0	0	0	0	0	0.01794	0	0.00672	0	0	0.01707	0	0	0	0	0	0	0	0.01769	0	0	0	0	0.07861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01007	0	0	0	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0	0	0	0	0.14582	0	0.02953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1074	0.00627	0	0.01242	0	0	0	0	0.05042	0	0	0	0	0	0	0	0	0.01028	0	0	0	0	0	0	0.02163	0	0	0.03884	0	0	0.00784	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0.01545	0.26465	0.00286	0.02424	0.07351	0	0	0	0	0.30807	0	0	0	0	0	0	0.00287	0	0	0	0.01103	0.03255	0	0.01741	0	0	0.04976	0	0	0	0	0.00055	0	0	0	0	0	0	0.00091	0	0	0	0.00636	0.09357	0	0	0	0.03114	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0.00493	0	0.09596	0	0	0	0	0	0	0	0	0.00842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251	0	0	0	0	0	0.00253	0	0	0.0307	0	0.00422	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0	0
Clostridium_bolteae	0.10657	0.10736	0.00063	0.01962	0.85287	0.00065	0.04403	0.02426	0.05687	0.11511	0.00945	0	0.00649	0	0.00868	0.03032	0.01468	0.01598	0.01894	0.03226	0.34103	0.00062	0.08049	0.06426	0	0.00452	0.0516	0.01225	0	0.01579	0.26112	0.00206	0	0	0.00236	0.04553	0.07586	0.00539	0.11026	0.04345	0.56402	0.01216	0.00231	0.03341	0.031	0.01216	0.16862	0.05015	0	0.05814	0.05648	0.01972	0.02218	0	0	0	0.00382	0	0	0	0.01014	0.04119	0.83657	0.0473	0	0.36915	0	0	0	0	0.03714	0.0575	0	0	0	0	0	0.0272	0.07333	0	0.00705	0.00112	0	0	0.05803	0	0	0	0.00959	0	0	0.14919	0.00496	0	0.00421	0	0.02363	0.01071	0	0.02592	0	0	0.0035	0	0.06459	0	0.07657	0	0	0.02121	0.01904	0.02463	0.0851	0	0	0	0.31255	0.32908	0.00167	0.04729	0.05789	8.26676	0.00689	0	0	0.34395	0.31933	0	0.0011	0.13331	0.01362	0	0	0.0005	0	0.00599	0	0.06298	0.09031	2.17048	0.94082	0.10508	0.01281	16.03039	0.02173	0.0224	0.1054	0	0.49273	0.00111	0	0.00038	0	0.21337	0.10526	0	0	0.66194	0	0.00032	0.01233	0	0	0	0.06321	0.00159	0.11259	0.00271	0.02827	0.05735	0.00299	8.30383	0.06161	0	0.00214	2.4669	0.00505	0.00153	0	0	0.0125	0.62883	0.36876	0.30068	0.16943	0.00899	0.09071	0.07436	0.00563	0.54986	0.00288	0	0.01724	0	2.2611	0	0	0.10094	0.13716	0	0	23.86023	0.00122	0.02325	0.12636	0	0.00101	0.04698	0.04803	0.01715	0.8314	0.10261	0	0.10097	0.01497	0.0122	0.00817	0.49741	0.01688	0	0.0025	0	0	0.59559	0.03666	0	0	0.08405	0.4387	0	0.02393	2.02806	0.07649	0.02468	0.01776	0.21521	0.06297	0.05897	0.74357	0	0.13692	0.00683	0.01395	0.15764	0	0	0	0.02385	0	0.0591	0.01306	0	0	11.1898	0	0	0.63085	0.36661	0	0	0	0.12884	0.03183	0.0157	5.73317	0.02543	0.1831	0.09533	0.21449	0	0	0.02083	0.48284	0	0.01156	0.04536	0.0021	0	0.00243	0.00291	0.02108	0	0.02193	0	0.04829	1.4125	0	0	1.01509	0	0	0.07919
Clostridium_celerecrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_citroniae	0.0402	0.0968	0.01191	0.0027	0.04648	0	0.04713	0	0.02401	0	0.06422	0	0.04253	0.07961	0.00899	0.01759	0.00093	0.0135	0.00197	0.00918	0.10231	0.01852	0.0388	0.03317	0.01755	0	0.00264	0.01514	0	0.07458	0.07987	0.00857	0	0	0	0.01366	0.0499	0	0.0393	0.03058	0	0.02621	0	0.02031	0	0.0061	0.00297	0.01424	0	0.01832	0.00736	0.00103	0.00231	0	0.00895	0.02123	0	0	0	0	0.00076	0.00147	0	0.00864	0	0	0.00168	0	0	0	0.01471	0.03252	0	0.00933	0	0	0	0.00119	0.01298	0	0	0.00116	0.00046	0	0.00474	0	0	0.01419	0	0	0	0.0253	0.00675	0	0	0	0	0	0	0.07239	0	0	0	0	0.02288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03769	0	0.10345	0	0	0	0.06558	0	0	0	0.10169	0.00855	0.01717	0	0	0	0	0.01029	0.05188	0.03615	0.02972	0.11326	0.00564	0	0.08078	0	0.00242	0.00529	0	0.01128	0	0	0	0	0.02088	0.00539	0	0	0	0.09228	0	0.00178	0	0	0	0.01146	0	0.02448	0.03875	0.00279	0.04457	0.01488	0	0.01721	0	0.0198	0.07638	0.00606	0	0	0	0	0.06712	0.18993	0.00844	0	0	0	0.00787	0.00452	0.007	0	0.00284	0.00242	0	0	0	0	0.01502	0.11432	0	0	0	0.00605	0	0.00269	0	0	0	0.03841	0.83234	0.01336	0	0	0.005	0.00105	0.00209	0.02576	0.05627	0.00717	0	0	0.22151	0	0	0.00016	0	0	0	0.28562	0	0.04928	0.51313	0.00441	0	0.00251	0.00032	0.0107	0.011	0	0	0.00913	0.00559	0	0	0	0	0	0	0	0	0.20632	0.24634	0	0.49975	0	0	0	0	0	0	0	0	0	0	0	0.00482	0	0.04221	0.16577	0	0	0.0175	0	0	0.02571	0.01056	0	0	0	0	0	0	0	0	0	0.04857	0.00434	0	0.02818	0	0	0
Clostridium_clostridioforme	0	0	0	0.03153	0.65805	0	0	0	0.00759	0	0.0051	0	0	2.5616	0	0	0	0	0	0	0	0	0.07936	0.00106	0	0.00409	0	0	0	0	0.087	0	0	0	0	0	0	0.10442	0	0	0	0	0	0	0	0	0.00064	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0.03542	0.02379	0	0	0.02056	0	0	0	0	0	0.01442	0	0	0	0	0	0	0.00727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00582	0	0	1.14102	0	0	0.01126	0	0	0	0	0.1116	0.01136	0	0	0	0	0	0	0	0.00893	0.0103	0	0	0	0.24929	0.04997	0	0	0	0	0	0	0.15284	0.00452	0	0	0	0	0	0	0	0	0	0	0.0788	0.02811	0.5846	0	0	0	0	0.02316	0	0	0	0	0	0	0	0	0	0.06737	0	0	0	0	0	0	0	0.03414	0	0	0	0	0	0.00191	0.05695	0	0	0.01975	0	0	0	0.00307	0.01175	3.3088	0	0	0	0	0.34162	0	0	0	0	0	0	0.47288	0	0	0.01042	0.01098	0	0	0	0	0	0.00872	0	0	0	0	0	0.15385	0	0	0	0	0	0	0.01461	0	0	0	0.11139	0	0.14632	0.00182	4.25052	0	0	0	0	0.1441	0	0	0.00843	0	0.03566	0	0	0.03479	0	0.12354	0.01213	0	0	7.23972	0	0	0	0	0	0.37157	0	0.72025	0.66584	0	0	0	0	0	2.40424	0	0.26323	0.00043	0	0	0	0.01458	2.09427	0	0	0	0.04534	0	0	0.02918	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0.00196	0	0	0
Clostridium_hylemonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0.03597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01739	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68465	0	0	0	0	0	0	0	0	0	0	0.00611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_lavalense	0.02353	0	0	0	0.00241	0	0.00156	0	0	0	0	0	0	0	0	0	0	0	0.02827	0	0	0	0.00208	0.01465	0	0	0	0.00228	0	0	0.04249	0.00273	0	0	0	0	0	0	0.05226	0	0	0	0	0	0	0	0	0.00097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0.02442	0	0	0	0	0	0	0	0	0	0	0.10441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00639	0	0.00632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14068	0	0	0.0576	0	0	0	0	0.00167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00157	0	0.00504	0	0	0	0.00404	0	0	0	0	0	0.00696	0	0.00369	0	0	0.00208	0	0.02255	0	0	0.00265	0	0	0	0	0.02381	0.06119	0	0	0	0	0	0.00278	0.00773	0	0.00122	0.01833	0	0	0	0	0.00014	0	0	0	0.00313	0	0	0	0	0	0.00307	0	0	0	0	0	0	0.00105	0	0	0	0	0	0	0	0.00339	0	0.01746	0	0	0	0	0	0	0	0	0	0	0	0	0.02566	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03222	0.08336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0	0	0
