clade_name	MAA20062_metaphlan	MAA20060_metaphlan	MAA20056_metaphlan	MAA20054_metaphlan	MAA20053_metaphlan	MAA20052_metaphlan	MAA20050_metaphlan	MAA20049_metaphlan	MAA20047_metaphlan	MAA20046_metaphlan	MAA20045_metaphlan	MAA20044_metaphlan	MAA20042_metaphlan	MAA20040_metaphlan	MAA20039_metaphlan	MAA20037_metaphlan	MAA20036_metaphlan	MAA20034_metaphlan	MAA20032_metaphlan	MAA20031_metaphlan	MAA20028_metaphlan	MAA20027_metaphlan	MAA20026_metaphlan	MAA20024_metaphlan	MAA20023_metaphlan	MAA20021_metaphlan	MAA20020_metaphlan	MAA20019_metaphlan	MAA20018_metaphlan	MAA20015_metaphlan	MAA20014_metaphlan	MAA20013_metaphlan	MAA20011_metaphlan	MAA20010_metaphlan	MAA20009_metaphlan	MAA20007_metaphlan	MAA20004_metaphlan	MAA20003_metaphlan	MAA20002_metaphlan	MAA20001_metaphlan	K155_S76_metaphlan	K154_S75_metaphlan	K150_S71_metaphlan	K147_S68_metaphlan	K146_S67_metaphlan	K145_S66_metaphlan	K144_S65_metaphlan	K142_S63_metaphlan	K141_S62_metaphlan	K140_S51_metaphlan	K138_S49_metaphlan	K136_S47_metaphlan	K133_S44_metaphlan	K131_S42_metaphlan	K122_S33_metaphlan	K121_S32_metaphlan	K120_S31_metaphlan	K117_S28_metaphlan	K116_S27_metaphlan	K115_S26_metaphlan	K114_S25_metaphlan	K113_S24_metaphlan	K112_S23_metaphlan	K111_S22_metaphlan	K108_S19_metaphlan	K107_S18_metaphlan	K102_S13_metaphlan	K101_S12_metaphlan	K100_S11_metaphlan	K093_S4_metaphlan	K092_S3_metaphlan	K090_S1_metaphlan	K088_S24_metaphlan	K0882_S28_metaphlan	K085_S21_metaphlan	K081_S17_metaphlan	K080_S16_metaphlan	K079_S15_metaphlan	K077_S13_metaphlan	K076_S12_metaphlan	K074_S10_metaphlan	K072_S8_metaphlan	K071_S7_metaphlan	K070_S6_metaphlan	K069_S5_metaphlan	K065_S1_metaphlan	K063_S43_metaphlan	K0622_S11_metaphlan	K056_S36_metaphlan	K054_S34_metaphlan	K052_S32_metaphlan	K051_S31_metaphlan	K048_S28_metaphlan	K0487_S2_metaphlan	K039_S19_metaphlan	K01315_S43_metaphlan	CD184_S184_metaphlan	CD183_S183_metaphlan	CD182_S182_metaphlan	CD181_S181_metaphlan	CD180_S180_metaphlan	CD175_S163_metaphlan	CD174_S159_metaphlan	CD173_S155_metaphlan	CD172_S151_metaphlan	CD171_S178_metaphlan	CD170_S174_metaphlan	CD169_S170_metaphlan	CD168_S166_metaphlan	CD167_S162_metaphlan	CD166_S158_metaphlan	CD165_S154_metaphlan	CD164_S150_metaphlan	CD163_S177_metaphlan	CD162_S173_metaphlan	CD161_S169_metaphlan	CD159_S161_metaphlan	CD158_S157_metaphlan	CD157_S153_metaphlan	CD156_S149_metaphlan	CD155_S176_metaphlan	CD154_S172_metaphlan	CD153_S168_metaphlan	CD152_S164_metaphlan	CD151_S160_metaphlan	CD147_S147_metaphlan	CD146_S135_metaphlan	CD145_S123_metaphlan	CD144_S111_metaphlan	CD143_S99_metaphlan	CD142_S87_metaphlan	CD141_S75_metaphlan	CD140_S63_metaphlan	CD139_S146_metaphlan	CD138_S134_metaphlan	CD137_S122_metaphlan	CD136_S110_metaphlan	CD135_S98_metaphlan	CD134_S86_metaphlan	CD133_S74_metaphlan	CD132_S62_metaphlan	CD131_S145_metaphlan	CD130_S133_metaphlan	CD129_S121_metaphlan	CD128_S109_metaphlan	CD127_S97_metaphlan	CD126_S85_metaphlan	CD125_S73_metaphlan	CD124_S61_metaphlan	CD123_S144_metaphlan	CD122_S132_metaphlan	CD121_S120_metaphlan	CD120_S108_metaphlan	CD119_S96_metaphlan	CD118_S84_metaphlan	CD116_S60_metaphlan	CD115_S143_metaphlan	CD114_S131_metaphlan	CD113_S119_metaphlan	CD112_S107_metaphlan	CD110_S83_metaphlan	CD109_S71_metaphlan	CD108_S59_metaphlan	CD107_S142_metaphlan	CD106_S130_metaphlan	CD105_S118_metaphlan	CD104_S106_metaphlan	CD103_S94_metaphlan	CD102_S82_metaphlan	CD101_S70_metaphlan	CD100_S58_metaphlan	CD099_S141_metaphlan	CD098_S129_metaphlan	CD097_S117_metaphlan	CD096_S105_metaphlan	CD095_S93_metaphlan	CD094_S81_metaphlan	CD093_S69_metaphlan	CD092_S57_metaphlan	CD091_S140_metaphlan	CD090_S128_metaphlan	CD089_S116_metaphlan	CD088_S104_metaphlan	CD087_S92_metaphlan	CD086_S80_metaphlan	CD085_S68_metaphlan	CD084_S56_metaphlan	CD083_S139_metaphlan	CD082_S127_metaphlan	CD081_S115_metaphlan	CD080_S103_metaphlan	CD079_S91_metaphlan	CD078_S79_metaphlan	CD077_S67_metaphlan	CD076_S55_metaphlan	CD075_S138_metaphlan	CD074_S126_metaphlan	CD073_S114_metaphlan	CD072_S102_metaphlan	CD071_S90_metaphlan	CD070_S78_metaphlan	CD069_S66_metaphlan	CD068_S54_metaphlan	CD067_S137_metaphlan	CD066_S125_metaphlan	CD065_S113_metaphlan	CD064_S101_metaphlan	CD063_S89_metaphlan	CD062_S77_metaphlan	CD061_S65_metaphlan	CD060_S53_metaphlan	CD059_S136_metaphlan	CD058_S124_metaphlan	CD057_S112_metaphlan	CD056_S100_metaphlan	CD055_S88_metaphlan	CD054_S76_metaphlan	CD053_S64_metaphlan	CD052_S52_metaphlan	CD051_S48_metaphlan	CD050_S42_metaphlan	CD049_S36_metaphlan	CD048_S30_metaphlan	CD047_S24_metaphlan	CD046_S18_metaphlan	CD045_S12_metaphlan	CD044_S6_metaphlan	CD043_S47_metaphlan	CD042_S41_metaphlan	CD041_S35_metaphlan	CD040_S29_metaphlan	CD039_S23_metaphlan	CD038_S17_metaphlan	CD037_S11_metaphlan	CD036_S5_metaphlan	CD035_S46_metaphlan	CD034_S40_metaphlan	CD033_S34_metaphlan	CD032_S28_metaphlan	CD031_S22_metaphlan	CD030_S16_metaphlan	CD029_S10_metaphlan	CD028_S4_metaphlan	CD027_S45_metaphlan	CD026_S39_metaphlan	CD025_S33_metaphlan	CD024_S27_metaphlan	CD023_S21_metaphlan	CD022_S15_metaphlan	CD021_S9_metaphlan	CD020_S3_metaphlan	CD019_S44_metaphlan	CD018_S38_metaphlan	CD017_S32_metaphlan	CD016_S26_metaphlan	CD015_S20_metaphlan	CD014_S14_metaphlan	CD013_S8_metaphlan	CD012_S2_metaphlan	CD011_S43_metaphlan	CD010_S37_metaphlan	CD009_S31_metaphlan	CD008_S25_metaphlan	CD007_S19_metaphlan	CD006_S13_metaphlan	CD005_S7_metaphlan	CD004_S1_metaphlan	CD003_S51_metaphlan	CD002_S50_metaphlan	CD001_S49_metaphlan	BX3094_S12_metaphlan	BX3091_S9_metaphlan	BX3089_S6_metaphlan	BX3088_S3_metaphlan	BX3085_S20_metaphlan	BX3084_S17_metaphlan	BX3075_S14_metaphlan	BX3074_S11_metaphlan	BX3073_S8_metaphlan	BX3070_S5_metaphlan	BX3069_S2_metaphlan	BX3068_S22_metaphlan	BX3067_S19_metaphlan	BX3066_S16_metaphlan	BX3064_S13_metaphlan	BX3063_S10_metaphlan	BX3062_S7_metaphlan	BX3061_S4_metaphlan	BX3060_S1_metaphlan	BX3059_S21_metaphlan	BX3055_S18_metaphlan	BX3054_S15_metaphlan
Actinomyces_meyeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114	0	0	0.01725	0	0	0	0	0.00051	0	0	0.00778	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00861	0	0	0	0	0	0.00492	0.00399	0.00574	0.0354	0	0.00123	0	0.01761	0	0.0008	0	0	0	0	0	0	0.05332	0	0	0	0.00701	0	0	0	0.00092	0.02473	0	0	0	0	0	0	0	0	0.00737	0.00083	0.01202	0.01974	0.04705	0	0	0	0	0	0	0	0.00062	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0.00316	0	0	0	0	0.03242	0	0	0	0	0	0	0	0	0.07444	0	0	0	0	0	0	0	0	0	0.00508	0	0	0.00367	0	0	0.02912	0	0	0	0	0.00466	0.02577	0	0.00902	0	0.00731	0	0.00207	0	0	0	0	0.00192	0.00728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0.03494	0	0.00954	0.00439	0	0	0	0	0.00378	0.00306	0.02345	0	0	0	0.00068	0	0.00271	0	0	0	0	0	0	0	0.00418	0	0	0	0	0	0.00152	0.0035	0	0	0	0	0.00349	0.00313	0	0.00118	0	0	0	0	0	0	0	0.00307	0	0	0.00236	0	0	0	0	0.00343	0	0	0	0	0	0	0	0	0	0.00437	0.00441	0	0	0	0	0	0	0	0.488	0.01019	0	0	0	0	0.03399	0	0	0	0	0	0	0	0	0.00141	0	0	0	0	0	0	0.00731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_odontolyticus	0.00114	0.00562	0	0.00933	0	0.01052	0.00601	0	0	0.00053	0	0	0	0	0	0.01163	0	0.00052	0.07787	0	0	0	0	0	0	0	0.00027	0	0	0.02603	0	0	0	0	0	0	0	0	0	0	0.0098	0.00696	0	0	0.01405	0.00147	0.00997	0.0034	0.00844	0.39172	0	0.01988	0	0.00748	0	0	0	0	0.02248	0	0	0	0	0.01177	0	0.01339	0.00625	0	0	0.00058	0.00314	0.04031	0	0	0	0	0	0	0.0401	0	0.00558	0.00797	0.00559	0.01363	0.02876	0.01549	0.00816	0	0.0118	0.12359	0.00706	0.00952	0.00027	0	0.0002	0.00858	0.03918	0	0	0	0	0	0.02687	0.01415	0	0	0.00191	0.07296	0.05527	0	0.0231	0.22565	0	0.00208	0	0	0	0.00368	0.00607	0.00049	0.12383	0.00096	0	0	0	0.02153	0	0	0	0.01868	0.00684	0.03036	0.0401	0.02816	0.05593	0.00745	0.04021	0	0	0	0.00123	0.01496	0.01835	0.00076	0.00499	0	0.01638	0.02135	0.01673	0	0	0.01592	0.01484	0.00729	0.00691	0	0.00329	0.00039	0.00364	0.033	0.01217	0	0.00385	0.02096	0.00252	0.00061	0	0	0.03158	0.00213	0.01259	0	0.01526	0.03857	0.01138	0.00367	0.00265	0.00152	0.0123	0.06094	0.01409	0	0	0	0.02069	0.01274	0.08474	0.00956	0.00123	0	0.14612	0.06542	0.0032	0.06738	0.04717	0	0	0.00063	0.00019	0.03838	0	0.03511	0.00673	0.01198	0	0.01185	0.00037	0.00344	0.0011	0.00312	0.00127	0.00298	0	0.01843	0.03061	0.00978	0	0	0.0034	0.0061	0.02179	0.02364	0.01045	0.00588	0.01309	0	0.00051	0.02436	0.01025	0	0.02435	0	0.01339	0.00138	0.00461	0.03736	0.01321	0.06413	0.00564	0	0	0.02928	0.01092	0.00228	0.00061	0	0.00914	0	0	0	0.00192	0.13482	0.00575	0.01973	0	0	0	0.01116	0	0.03243	0.04423	0.00684	0.00573	0	0.01906	0.0094	0.00363	0	0	0.0081	0	0	0.00258	0.01682	0	0	0.0653	0.00904	0	0.0005	0.00238	0	0.00696	0.00326	0.00551	0	0	0	0	0	0	0
Actinomyces_oris	0	0	0	0	0	0	0	0	0	0.00687	0	0	0	0	0	0.0053	0	0	0.00355	0	0	0	0	0	0	0.01468	0.00555	0	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00662	0	0.01217	0.00049	0.01692	0	0	0.00362	0	0.00653	0	0.00057	0	0	0	0	0.00605	0	0.11518	0	0	0	0.00389	0	0	0	0.00048	0.01104	0	0	0	0	0	0.00398	0	0	0	0.00949	0.00457	0	0.02827	0.00871	0.00581	0	0	0.01894	0	0.00731	0	0	0.01103	0.02071	0.00179	0	0	0	0	0	0.04645	0	0	0	0.0055	0.07754	0	0	0	0.32474	0	0	0	0	0	0	0.02267	0	0.31589	0.00795	0	0	0	0	0.00051	0	0	0	0.01733	0	0	0.00799	0.00612	0.00049	0.00809	0	0	0	0.00564	0.00589	0.00333	0	0.06304	0	0.00852	0.01143	0.02014	0	0	0	0.00027	0.00251	0	0.01932	0.00302	0.00936	0	0	0.00075	0.00101	0.02818	0	0.00589	0	0	0	0.00721	0.00115	0.00455	0	0.00237	0	0.00922	0.00126	0.00032	0.0229	0	0	0	0	0	0	0	0.01239	0.00244	0.00509	0	0	0.20278	0	0	0.04343	0	0	0	0	0	0	0.01393	0	0.00653	0	0	0.00529	0	0.01924	0.00308	0	0	0	0.01227	0.01974	0	0.00276	0	0	0.00454	0	0.00854	0.0003	0	0.00111	0	0.0015	0	0.0023	0	0	0	0	0.01623	0.00026	0	0.01532	0	0.00243	0	0	0	0	0.00901	0.00106	0.00393	0.00238	0	0.00279	0	0	0	0.07593	0	0	0	0	0	0.00666	0	0.03958	0.0109	0	0	0	0.00577	0	0.01476	0	0	0	0.00203	0	0	0.00995	0	0	0	0.00253	0	0	0	0	0	0	0.00247	0	0	0	0	0	0	0
Actinomyces_radingae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217	0	0	0	0	0	0	0	0	0.01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_HMSC035G02	0	0	0	0.00107	0	0.00751	0	0	0	0	0	0	0	0	0	0	0	0	0.00643	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0.0242	0	0	0	0.00473	0	0.00088	0	0	0.05597	0	0.00488	0	0	0	0	0	0	0.01122	0	0	0	0	0	0	0	0	0	0	0	0.00388	0.02045	0	0	0	0	0	0	0.01484	0	0.00057	0	0	0.00187	0.00126	0.01743	0.0029	0	0	0.05289	0	0	0	0	0	0.00123	0.0133	0	0	0	0	0	0.01522	0	0	0	0	0.01972	0.06204	0	0.0185	0.27961	0	0	0	0.00568	0	0	0.01443	0	0.08566	0	0	0	0	0	0	0	0	0	0.00039	0.00371	0.00743	0.02513	0.00734	0.00262	0.00841	0	0	0	0	0.00928	0.00658	0	0.00339	0	0.00357	0.01258	0	0	0	0.03261	0.00871	0.0024	0	0	0.00286	0	0	0.00193	0	0	0.01667	0	0	0	0	0	0.00157	0	0.0062	0	0.00142	0.00456	0.00576	0.00223	0.00176	0	0.00559	0.00059	0.00179	0	0	0	0.0033	0.00738	0.03168	0.01299	0	0	0.31376	0	0	0.04916	0.02335	0	0	0	0	0.00761	0	0.00031	0.00357	0.00394	0	0	0	0.00572	0	0.00714	0	0.0014	0	0.00043	0.00305	0	0	0	0	0.00126	0.02742	0.00668	0	0.01394	0.01952	0	0	0.00399	0	0	0.00345	0	0.0037	0	0.00127	0.02376	0	0.0456	0	0	0	0.01088	0.00216	0.00096	0	0	0.00048	0.00048	0	0	0	0.0836	0	0.01362	0	0	0	0	0	0.01216	0.00329	0	0.00603	0	0.01144	0	0	0	0	0.00387	0	0	0	0.00046	0	0	0.0072	0	0	0	0	0	0.00822	0	0	0	0	0	0	0	0	0
Actinomyces_sp_HPA0247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00638	0.00646	0	0	0	0	0	0	0	0.06364	0	0	0	0	0	0	0	0	0.02937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00083	0	0	0	0	0	0	0	0	0.03206	0	0	0	0	0	0	0	0	0	0.00133	0	0.0051	0	0.01157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	0.00265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00469	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0.00066	0	0	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0.00209	0	0	0	0	0	0	0	0	0	0	0	0.01904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08483	0	0	0	0.00296	0	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_ICM47	0	0.001	0	0.0004	0	0.03816	0	0.01274	0	0.00192	0	0	0.00093	0	0	0.00561	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0.01998	0	0.00045	0.0061	0	0	0.00694	0	0	0	0	0	0	0	0	0.02055	0	0.00032	0.00277	0.00436	0.15066	0	0.04576	0	0.00134	0	0	0	0	0.01926	0	0	0.0028	0	0	0	0.01979	0.00139	0	0	0.00788	0.07771	0	0	0	0	0	0	0	0.05697	0	0.02869	0.00077	0	0.01088	0	0.00134	0.00662	0	0.00394	0.02987	0	0.00119	0.00027	0	0	0.01667	0.03308	0	0	0	0.00275	0	0.08229	0	0.02311	0.06354	0	0.06738	0.14159	0	0.02103	0.3543	0	0	0	0	0	0.0042	0	0	0.00139	0	0	0	0	0.02433	0.00507	0.02558	0	0	0.00087	0.05186	0.01808	0.09795	0.06467	0.03866	0.01088	0	0	0	0	0.06207	0.08095	0	0	0	0.01163	0.00697	0	0	0	0	0	0.00489	0.02	0.00903	0.03921	0	0.01464	0.01992	0.00953	0	0	0	0	0.03997	0	0	0.00276	0.0062	0.00124	0.00025	0.00523	0.00619	0.01959	0.00332	0.00881	0	0	0.00786	0.02314	0.00217	0	0	0	0.12995	0.00397	0.01204	0.00078	0	0.08938	0.01626	0.018	0.10015	0	0	0	0	0.00069	0.00918	0	0.00841	0.00732	0.00145	0	0	0.00354	0	0.00088	0.00322	0	0.00774	0.12883	0.00974	0.03467	0	0	0	0.0049	0.00501	0.00682	0.03143	0.01587	0.01858	0.02209	0.00093	0	0.02319	0.01701	0	0.00589	0	0.1133	0.00973	0.00371	0.05026	0	0.10793	0	0	0	0.00922	0	9e-05	0	0.0199	0.05812	0.04864	0.02345	0	0.01515	0.6254	0.00293	0.02017	0.00078	0	0.0096	0.02491	0	0.00201	0.00539	0.07476	0	0	0	0.02603	0	0	0	0.1053	0	0	0.00014	0.03972	0	0	0.15311	0.00292	0	0.0078	0	0.01126	0.04181	0	0	0	0	0	0	0	0.00392	0
Actinomyces_sp_S6_Spd3	0.01002	0.00261	0	0.00015	0	0.00084	0	0.00578	0	0	0	0	0	0.00469	0	0.00571	0	0.00131	0.03384	0	0	0	0	0	0.00292	0	0	0	0	0.00754	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0.00182	0	0.00267	0	0.01681	0.07013	0	0.00628	0	0	0	0.00028	0	0	0.00117	0	0	0	0	0	0	0.01454	0	0	0	0	0.00097	0	0	0	0	0	0	0	0.00773	0	0.00023	0	0	0.00097	0	0.00177	0	0	0.00299	0.00316	0	0	0	0	0	0.00213	0.00238	0	0	0	0	0	0	0	0	0.01472	0	0.05749	0.05734	0	0.00706	0.24676	0	0	0	0	0	0	0	0	0.00459	0.01598	0	0	0	0.00413	0	0	0	0.00176	0.04418	0.0856	0.027	0.02146	0	0.01944	0.0195	0	0	0	0.00898	0.0183	0.02493	0	0	0.00082	0.00275	0.00458	0.0053	0	0	0	0.01548	0.00468	0.00089	0	0	0	0.00172	0	0.00956	0.00873	0.01346	0.01608	0	0.00079	0.00042	0	0.02169	0.00014	0.001	0	0.01684	0	0	0.00509	0.04254	0	0	0	0.00508	0	0	0	0	0.05563	0.00357	0.00531	0	0	0.02886	0	0.01572	0.01232	0	0	0	0	0.00288	0.03138	0	0.00728	0.01226	0.00577	0	0	0.00087	0.00244	0	0	0	0	0.00067	0	0.01062	0.00353	0	0	0.0017	0.00083	0.0277	0.03192	0	0.03624	0.00979	0.00038	0	0.01234	0.01977	0.00297	0.00117	0	0.00941	0	0	0.01727	0	0.02712	0	0	0	0.03645	0.01059	0.00364	0.00268	0	0.0268	0	0	0	0.00711	0.3304	0.00586	0.00028	0	0	0.01265	0.01143	0	0.03214	0	0.00389	0.00088	0	0.00638	0.00455	0.00155	0	0	0.01016	0	0	0	0.00593	0	0	0.0454	0	0	0	0	0	0.02171	0	0	0	0	0	0	0	0.01155	0
Actinomyces_sp_oral_taxon_170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_oral_taxon_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02266	0	0	0	0.17399	0	0	0	0	0	0	0	0	0.3216	0	0	0	0	0	0	0	0	0	0.00097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049	0	0	0	0	0	0	0.00592	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207	0	0	0	0	0.01256	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_oral_taxon_181	0.00257	0.00047	0	0.0017	0	0.00178	0	0.00268	0	0.00041	0	0	0	0	0	0	0	0	0.01561	0	0	0	0	0	0	0.02793	0	0	0	0.00442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0.00172	0	0.00362	0	0	0.00557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354	0.00183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03137	0	0	0	0	0	0.01109	0.06291	0	0	0	0	0	0.00745	0.00727	0	0.01721	0	0.0152	0.00358	0	0.06303	0.52909	0	0.00049	0	0	0	0	0.0047	0	0.05029	0.01027	0	0	0	0	0	0	0	0.00032	0.02169	0	0.00531	0.00551	0.00964	0	0	0	0	0	0.00386	0.00761	0.00331	0	0.01608	0.00144	0.00281	0.00093	0.01202	0	0	0	0.02567	0.00691	0	0.00762	0.00084	0.0458	0.00121	0.01169	0.00914	0.00444	0	0	0	0	0.0041	0	0.01406	0	0	0	0.00114	0	0.0067	0.00088	0.00023	0.00356	0.00698	0	0	0	0	0	0	0.00098	0.02504	0.01229	0.00047	0	0.0218	0.01353	0.00032	0.0123	0.00162	0	0	0	0.00355	0.02375	0	0.00207	0.00025	0.00031	0	0	0	0.04416	0.00029	0.01005	0	0.00074	0.01556	0.0007	0.00088	0.01328	0	0	0	0	0.02407	0.00939	0	0.0305	0.01314	0	0.00012	0.00927	0	0	0	0	0.00346	0.00637	0	0.03723	0	0.02814	0	0	0	0.01184	0.0114	0.00714	0.00194	0.0016	0	0.00331	0	0	0	0	0.00182	0.05671	0	0	0.01439	0	0	0.15986	0	0.00551	0.00013	0	0.0096	0	0	0	0	0.00571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
