feature,importance
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_KGMB02461,0.001542572976065189
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306|t__SGB14306,0.0012933007600384907
k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583|g__GGB3490|s__GGB3490_SGB4664|t__SGB4664,0.0010243803419734147
k__Bacteria|p__Firmicutes|c__CFGB9583,0.0009606455870108899
k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583,0.0008622473324914606
k__Bacteria|p__Firmicutes|c__CFGB2982,0.0007915074378282482
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342,0.0007811978153661148
k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583,0.0006580928550152001
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982,0.0
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306,0.0
